DAY,LAW_CODE_NUMERIC,DF_LCC,DF_AB
24,1657100,2,3
3,511001,2,2
3,215510,3,4
17,2304000,2,4
17,51101,2,4
11,1200502,3,2
19,2200300,2,4
20,1305201,2,4
25,2200603,3,3
6,1200501,3,1
19,1456002,2,1
1,1651503,2,4
14,2650201,3,1
11,2650901,3,2
11,1456002,2,3
4,1552500,2,3
2,1552500,2,4
4,1651503,2,1
20,1651503,2,3
22,1202500,3,1
9,1252501,3,1
10,2203901,3,3
19,5110,3,2
7,2201601,3,2
4,1553001,3,1
23,1200502,3,1
2,1200502,3,1
1,1350500,2,1
26,1552500,2,3
2,1200501,3,1
1,1651503,2,4
18,2225001,2,4
28,1200800,3,1
23,1402000,3,1
9,1211100,2,3
15,1201401,2,2
28,2200602,3,1
24,1552500,2,2
7,240301,2,4
29,1211200,3,2
27,1200512,3,4
13,2203901,3,4
14,51101,2,1
1,1200001,2,3
9,2650201,3,2
13,2201803,3,4
22,1211200,3,4
8,1450502,3,4
22,1950500,2,1
17,1554001,3,2
10,1450001,2,3
21,1200001,2,4
17,1701501,3,3
15,1651503,2,1
30,1552500,2,3
17,1200001,2,5
15,10125,1,1
11,1303504,3,3
21,1600500,3,1
10,2223502,3,4
12,1402000,3,1
3,1601502,3,2
22,1200001,2,4
14,1202500,3,4
13,2201601,3,2
11,1252501,3,3
14,1200001,2,2
5,215510,3,4
7,1200001,2,4
28,1552500,2,3
17,511001,2,3
21,215510,3,2
4,1553001,3,4
16,1200502,3,1
6,1402501,3,3
11,9000049,0,1
25,1456002,2,1
5,1200502,3,1
18,1654505,3,4
30,1552500,2,4
15,2650101,2,2
11,1655000,3,1
17,2200910,3,1
27,1200502,3,1
20,1252501,3,2
14,2201601,3,2
11,1402000,3,3
29,130351,3,2
23,1200502,3,4
30,1200001,2,2
18,1402501,3,3
4,1400500,1,3
12,265031,3,4
12,2053000,2,4
26,2451500,2,3
18,1552500,2,3
7,1200001,2,3
12,1201401,2,1
9,1601504,3,3
16,9000049,0,4
30,1200501,3,1
7,2200603,3,1
17,1200001,2,4
2,160102,3,3
2,1552500,2,1
19,1201401,2,2
4,1402000,3,5
4,1552500,2,3
18,1201401,2,2
5,2403002,2,3
30,1200001,2,4
25,1200512,3,3
18,1601501,3,4
19,1601502,3,1
9,1601504,3,1
6,215510,3,1
2,2053000,2,1
6,2225501,3,1
16,1211200,3,2
29,2601001,2,4
12,1650600,3,1
5,2201601,3,3
1,1651503,2,2
27,2201601,3,3
10,1651503,2,3
20,1654000,2,2
2,1211200,3,4
21,1553001,3,2
18,1601503,3,1
4,1552500,2,4
10,2650101,2,1
14,2053000,2,1
2,1553001,3,1
16,240503,2,3
14,1552500,2,1
8,1552500,2,2
12,511001,2,1
26,1701501,3,2
30,1200001,2,3
2,1552500,2,2
11,1553001,3,1
9,1553008,3,4
14,1950500,2,2
16,1305201,2,2
24,2155003,2,2
18,5110,3,1
11,140100,2,3
2,1600500,3,4
17,2200300,2,1
4,1200001,2,1
28,140100,2,2
13,1651503,2,3
11,1200001,2,2
9,1200001,2,1
5,1601002,3,3
10,1305201,2,4
9,1601504,3,2
3,1251000,3,3
30,1552500,2,2
26,2201601,3,1
10,2223001,2,2
17,265031,3,2
1,511001,2,4
15,1305202,2,3
2,119202,3,2
13,1600500,3,4
12,511001,2,1
13,215510,3,4
19,1200501,3,2
13,1552500,2,2
19,1200502,3,4
14,1200001,2,4
23,1600500,3,1
4,2200300,2,2
4,2052002,2,2
16,2155600,3,4
9,1651503,2,2
11,1552500,2,5
16,1553001,3,1
20,2200300,2,1
12,1651503,2,4
23,1200001,2,3
18,511001,2,3
25,2403001,2,2
1,1553001,3,4
30,1654501,3,1
20,1552500,2,3
18,1402501,3,4
30,1552500,2,1
6,1553004,3,3
13,1651503,2,1
22,215510,3,3
11,1701004,3,2
22,1402502,3,1
19,1552500,2,4
21,2155500,2,3
30,1601001,3,2
25,1201500,2,3
29,1552500,2,1
13,0,1,1
8,1200001,2,4
25,511001,2,2
23,1450502,3,2
17,1553005,3,2
24,215510,3,1
27,1200501,3,2
12,140100,2,3
11,1211100,2,4
23,1200001,2,2
17,2650401,3,2
29,1700500,2,3
3,5110,2,1
4,1702500,3,1
30,1553501,3,3
17,1305500,2,2
23,1702500,3,4
18,1651601,2,3
13,5110,2,4
2,2200300,2,1
6,1553008,3,2
4,1200502,3,3
22,1552500,2,4
20,1200502,3,3
10,1702000,2,1
1,1553004,3,1
13,1704002,3,1
14,1211100,2,3
3,1704001,3,3
5,5700600,4,4
6,1651503,2,4
10,1450001,2,3
2,1552500,2,4
22,1450502,3,2
20,1200001,2,3
3,2200300,2,1
20,1552500,2,1
20,1700500,2,2
6,215510,3,4
17,1200503,3,2
5,2201601,3,1
9,1553008,3,1
6,1902300,2,3
10,1200502,3,5
4,1200001,2,2
10,1702500,3,1
24,1600500,3,2
5,2204101,3,3
27,1401502,2,1
19,5110,2,2
24,1201401,2,4
28,511001,2,2
13,1200001,2,2
17,1601001,3,1
5,1553005,3,4
18,1651503,2,3
10,1553004,3,2
10,265031,3,2
20,1200001,2,5
23,1200001,2,2
18,160102,3,3
11,1702000,2,3
5,511003,3,3
10,1200502,3,1
12,1200501,3,4
15,1702000,2,1
5,1200001,2,1
1,1702500,3,4
14,1651503,2,2
25,1701004,3,3
11,1552500,2,4
26,2650101,2,3
5,2650201,3,2
12,2200300,2,2
6,1651503,2,1
9,140100,2,1
18,2702500,2,1
6,2650201,3,4
1,215510,3,1
22,1650501,2,1
5,1553008,3,4
7,1200501,3,4
6,1553005,3,2
4,1200001,2,2
15,2205002,2,1
13,511001,2,4
20,1600500,3,3
13,1703000,3,2
19,1200501,3,1
20,215510,3,3
8,1654000,2,2
13,1211100,2,3
22,1552500,2,1
13,215510,3,2
26,1654000,2,2
11,1202500,3,3
15,265031,3,2
20,2200300,2,4
3,1200001,2,1
21,511001,2,3
2,1702500,3,4
21,1553006,3,2
4,1553501,3,3
8,1552500,2,2
4,215510,3,1
3,1200502,3,3
30,5110,3,2
20,1651503,2,3
15,2650101,2,1
12,1553004,3,3
26,1553001,3,1
22,1651503,2,3
2,2403005,2,2
21,1552500,2,3
4,1200501,3,3
26,1552500,2,1
17,1200501,3,2
7,1450502,3,1
9,1552500,2,1
18,1553004,3,5
6,1553008,3,1
5,2650101,2,3
11,1200501,3,2
22,1200001,2,4
1,1200001,2,1
13,215510,3,4
5,2205003,2,2
11,215510,3,1
15,1450501,3,3
2,1201401,2,3
10,1600500,3,2
13,1552500,2,3
12,1200502,3,3
18,1600500,3,3
24,1702000,2,4
26,2053000,2,3
4,2203901,3,1
20,1200502,3,3
24,1450502,3,3
24,2155203,3,1
4,1200501,3,1
2,1552500,2,4
9,1201401,2,3
8,1211200,3,4
24,1450001,2,4
21,1651503,2,3
18,51101,2,2
30,2403001,2,1
12,1553005,3,3
6,1902300,2,3
21,1450001,2,2
21,2200300,2,3
23,9000049,0,3
5,2200604,3,1
5,1650600,3,3
8,1211200,3,3
14,1200001,2,1
7,160102,3,4
19,1902501,2,3
19,1650501,2,1
11,5110,3,5
1,1200001,2,3
2,1450001,2,1
12,2451500,2,4
4,1552500,2,1
16,1450001,2,3
30,1601503,3,1
29,5110,2,1
13,1950500,2,5
6,215510,3,2
8,1200001,2,2
1,265031,3,1
3,1552500,2,4
10,1200502,3,4
14,1200502,3,1
4,1651503,2,1
1,1200003,2,2
19,0,1,1
12,1450502,3,3
24,2053000,2,3
9,215510,3,5
24,1553008,3,2
11,2403001,2,3
25,2155001,2,2
20,1553501,3,3
3,2601001,2,4
13,1553004,3,1
5,265031,3,2
6,1552500,2,1
4,1200501,3,1
30,1211200,3,1
11,1202500,3,3
4,1200001,2,2
7,160050,3,2
5,511001,2,3
14,1553001,3,3
18,51104,2,1
8,1450502,3,2
6,1202500,3,3
25,1651503,2,3
10,511001,2,4
14,1202000,2,2
4,1200001,2,5
22,1200001,2,1
3,215510,3,2
7,119204,2,1
6,1211200,3,4
21,2053000,2,3
10,2200300,2,2
14,1651503,2,2
13,51104,2,5
22,1200001,2,2
25,1552500,2,1
8,1211200,3,4
12,1552500,2,1
5,2403002,2,2
13,215510,3,4
9,140100,2,4
24,2201601,3,3
26,1552500,2,3
14,1200002,2,2
22,1402000,3,3
15,1201500,2,2
11,1200501,3,1
12,2253001,2,4
3,1202000,2,2
23,215513,3,2
5,2650101,2,3
18,1200001,2,3
24,1552500,2,4
26,1600500,3,1
10,9000049,0,1
3,215510,3,4
8,1402000,3,4
19,1200501,3,1
3,2200300,2,2
21,511001,2,4
10,2201601,3,3
13,160102,3,3
6,2650201,3,1
27,2223001,2,1
10,121110,2,1
8,2052002,2,2
12,1553005,3,4
26,1200001,2,4
15,1552500,2,1
12,1200001,2,1
17,2205003,2,2
9,1200001,2,1
23,160102,3,2
10,1601001,3,1
18,9000049,0,3
26,1200001,2,1
22,2155600,3,1
3,1552500,2,4
11,1553005,3,4
18,1402501,3,2
5,51101,2,4
8,1200001,2,2
23,2155600,3,3
18,1211200,3,4
18,140100,2,1
11,1600500,3,1
3,1553008,3,3
26,1200501,3,3
11,1201401,2,3
23,5110,3,1
19,1654000,2,4
16,1450003,2,3
19,1651502,2,3
5,2200300,2,1
16,1200800,3,2
15,1553001,3,4
5,1552500,2,3
12,265031,3,2
10,1200001,2,2
4,0,1,3
12,1651503,2,1
24,2650102,2,4
6,1200501,3,2
24,1201500,2,3
18,2601001,2,2
10,2200300,2,1
6,1950501,2,3
14,1552500,2,1
24,1552500,2,2
1,1654000,2,4
13,1651503,2,3
20,215510,3,1
5,1402000,3,1
17,2200300,2,3
25,1211200,3,1
4,1303501,3,4
5,1552500,2,2
26,1402501,3,1
7,1553001,3,1
12,1651503,2,2
12,215510,3,4
2,1553005,3,2
4,1200001,2,1
11,2200300,2,5
18,215510,3,3
18,1552500,2,4
26,1553004,3,2
21,511001,2,2
19,2200300,2,1
22,1552500,2,4
15,1552500,2,4
27,2650201,3,1
19,5110,3,4
2,1600500,3,2
4,41501,3,1
9,215510,3,1
1,1950500,2,1
27,1192000,2,4
26,6000,2,2
13,1200001,2,2
10,1200001,2,2
28,1201500,2,5
20,160102,3,4
18,1252501,3,4
2,1200512,3,3
24,1200001,2,2
30,1200001,2,3
10,1450502,3,4
23,215510,3,1
22,2650101,2,2
18,1553008,3,2
20,1200503,3,3
1,1654000,2,1
15,1654000,2,3
15,1200001,2,2
4,215510,3,1
19,1553001,3,1
11,1402501,3,1
16,0,1,1
8,1702500,3,4
24,24500,2,5
25,1200502,3,1
3,215510,3,1
25,2200902,3,2
27,215510,3,1
24,215510,3,2
9,1601504,3,2
11,1552500,2,1
30,1302507,3,2
13,1200001,2,3
23,215511,3,5
24,1200001,2,2
17,511001,2,5
14,265031,3,1
10,2403001,2,2
24,511001,2,2
8,1200001,2,1
8,1450501,3,4
2,1553001,3,1
14,1553001,3,3
11,2155600,3,1
27,1552500,2,1
19,2203901,3,3
11,511001,2,4
29,5110,2,2
15,1552500,2,4
9,1651503,2,2
4,5700600,4,4
17,1402502,3,4
1,1552500,2,3
29,1650600,3,1
6,1211200,3,2
5,1200001,2,4
14,1601001,3,3
15,1200502,3,1
23,1552500,2,4
13,1552500,2,3
7,1192000,2,2
10,1450502,3,1
21,1651503,2,4
29,2204401,3,2
9,1702000,2,3
22,1200501,3,1
28,1200502,3,1
26,130351,3,2
9,1651503,2,2
4,5110,3,4
1,1657200,3,3
21,1303001,3,5
17,1200501,3,1
7,1552500,2,4
12,1651503,2,2
12,1651503,2,4
3,40100,2,2
23,119202,2,3
28,1200001,2,1
2,2601001,2,1
3,0,1,1
9,1601504,3,2
29,215512,3,4
15,1553008,3,1
12,1651503,2,1
3,1211100,2,4
13,1651503,2,1
5,160102,3,4
14,2155003,2,2
6,5110,2,5
20,119202,2,2
19,1200001,2,2
30,2201801,3,1
24,1552500,2,3
4,2201601,3,4
23,1200502,3,4
25,1202000,2,4
8,2154002,3,3
25,2200300,2,2
24,1192000,2,4
3,1200502,3,4
21,1552500,2,1
16,1200503,3,1
4,1651503,2,1
14,1601503,3,4
2,1200001,2,2
22,511001,2,3
1,1552500,2,4
14,1200001,2,3
4,1200001,2,3
6,1552500,2,3
28,265031,3,3
7,1553001,3,1
6,1552500,2,4
22,2601001,2,4
5,2403002,2,1
6,1200001,2,4
21,215512,3,1
12,1200001,2,2
21,2650201,3,1
15,1450001,2,4
18,1200001,2,2
8,1650600,3,3
20,1702500,3,1
2,1200001,2,4
5,1402000,3,4
9,1553005,3,3
16,1552500,2,3
17,1401501,2,4
21,2200300,2,2
18,1552500,2,3
14,1552500,2,1
1,1200001,2,1
6,1200001,2,3
2,1200502,3,4
9,511001,2,4
4,2601001,2,1
4,511001,2,1
23,1553004,3,3
18,145004,2,1
10,2650201,3,3
11,1651503,2,1
4,1553001,3,1
15,1552500,2,4
20,1552500,2,3
13,1201401,2,1
30,215510,3,1
24,1701501,3,4
14,1951600,2,4
30,2203901,3,2
15,160102,3,3
10,2200904,3,3
18,1452000,3,3
7,1211200,3,5
12,2200300,2,2
23,1601001,3,1
4,2155002,2,2
9,0,1,1
17,1553008,3,1
24,265031,3,3
1,1553005,3,2
5,1553005,3,4
1,1201401,2,1
12,1402501,3,3
3,1651503,2,4
6,1200001,2,3
26,1200001,2,1
4,1651503,2,1
20,1552500,2,3
13,2203901,3,2
15,2650101,2,3
20,1552500,2,3
17,1202000,2,2
10,1450502,3,4
2,1702500,3,1
13,1306502,3,1
19,1211100,2,3
13,1552500,2,3
29,2200300,2,1
7,1201401,2,2
21,240301,2,1
17,1601501,3,4
4,511001,2,3
15,265031,3,3
12,2403001,2,4
10,1702000,2,3
19,1200001,2,3
25,1200600,3,3
6,2403002,2,2
25,1552500,2,2
11,511001,2,2
24,1202500,3,3
12,0,2,2
27,2200300,2,4
11,1200001,2,2
14,1650001,2,4
1,1200800,3,3
5,1200501,3,4
1,2601001,2,4
18,1553008,3,2
18,1450502,3,1
10,1651503,2,3
3,1552500,2,4
11,1200001,2,4
13,1651503,2,3
24,1552500,2,3
17,265031,3,3
17,1601002,3,2
18,1601001,3,3
30,1200502,3,2
23,4902001,3,4
9,1200502,3,1
4,1601502,3,4
22,2650201,3,3
6,215510,3,4
12,1553001,3,3
19,1553001,3,5
23,1553012,3,2
21,1651503,2,2
15,2403004,2,4
16,1200001,2,2
12,1456002,2,1
2,215510,3,4
30,1553008,3,2
10,2155001,2,3
16,2650303,3,4
12,2650201,3,1
28,1200501,3,1
13,1201401,2,1
19,1401501,2,1
6,119203,2,2
13,2650101,2,4
18,2200300,2,2
18,1200800,3,2
8,2200300,2,3
4,1451000,3,1
19,511001,2,2
9,1450001,2,4
21,2200906,3,1
10,1450001,2,5
9,1450001,2,4
27,1452000,3,1
26,16803,3,3
6,1403003,3,1
11,1702000,2,3
26,265031,3,1
9,1552500,2,1
5,140200,3,2
2,1654000,2,3
1,5110,3,4
18,1552500,2,4
26,1200001,2,4
18,240301,2,1
23,1950500,2,3
9,265031,3,4
20,511001,2,1
19,2200300,2,1
27,1651503,2,1
30,9000049,0,4
8,215510,3,1
14,1402501,3,4
5,1552500,2,4
19,1553008,3,5
3,1552500,2,2
2,2155500,2,4
25,1200502,3,1
19,1201500,2,3
27,1200800,3,3
17,2200300,2,2
13,2650102,2,4
3,1600500,3,2
1,1702000,2,2
11,1600500,3,2
13,1200600,3,4
5,2053000,2,3
3,2402500,2,2
9,51103,3,5
3,1651503,2,2
22,1200001,2,4
25,1552500,2,1
28,1552500,2,4
4,2601001,2,4
5,1552500,2,3
23,1601503,3,2
12,2200300,2,4
22,160102,3,4
12,1450001,2,4
1,1200800,3,3
1,4902001,3,4
16,1200501,3,1
17,240301,2,1
25,1402502,3,1
21,1553501,3,3
25,2155500,2,1
18,511001,2,4
23,1450003,2,4
22,2650102,2,3
3,1402501,3,3
11,1654000,2,4
3,1950500,2,3
6,1552500,2,2
4,1552500,2,4
6,1601503,3,3
27,1200501,3,4
10,1200502,3,3
8,1552500,2,4
13,1601001,3,3
12,2205500,3,4
6,2201601,3,2
4,1202000,2,2
17,1552500,2,3
10,1200502,3,4
1,1200001,2,3
19,140100,2,1
18,2203901,3,1
3,1553008,3,4
21,511001,2,5
27,1450004,2,2
14,1651503,2,4
26,1305201,2,1
30,160102,3,1
19,1553001,3,3
2,119202,2,1
10,265031,3,4
22,265031,3,2
17,1201401,2,3
12,215510,3,2
17,1200501,3,2
4,1600500,3,3
23,1402501,3,2
7,2201602,3,3
14,2201601,3,2
19,1651503,2,2
14,119202,3,1
21,1211100,2,1
12,9000049,0,2
16,1601001,3,2
4,2300000,2,4
16,1657100,2,3
15,9000049,0,4
3,1200001,2,1
5,511001,2,2
6,511002,2,4
21,2650101,2,2
17,1200001,2,4
4,1456002,2,3
11,2650104,2,1
30,2200300,2,3
7,1200800,3,3
3,1211300,3,2
13,119202,3,2
10,2650101,2,3
25,1201401,2,2
30,1200502,3,1
12,1200001,2,2
13,2403001,2,2
18,1702000,2,2
1,1200001,2,1
19,1200001,2,3
12,215510,3,2
18,1452000,3,3
5,511001,2,4
9,265031,3,2
3,1950500,2,4
11,1202000,2,2
13,5700600,4,4
26,1552500,2,3
12,2202101,3,4
5,1552500,2,3
11,1200001,2,2
16,140100,2,1
3,140100,2,1
28,1200001,2,4
21,1553005,3,4
5,1402000,3,2
9,1553001,3,3
21,1450502,3,4
2,1201500,2,1
18,51101,2,2
21,1552500,2,4
21,1552500,2,2
6,2200300,2,2
13,1450502,3,4
13,1601504,3,2
1,1654501,3,3
14,265031,3,2
12,1200001,2,2
13,2155500,2,3
21,5110,2,4
16,1306503,3,2
6,1701004,3,3
7,1600500,3,3
24,2650201,3,2
28,1651503,2,1
2,1200001,2,4
17,1600500,3,2
22,1200502,3,1
26,2052002,2,2
23,1654501,3,2
16,1200001,2,1
14,1200001,2,4
8,2650101,2,4
18,2650101,2,3
1,1553005,3,2
17,1654502,3,1
26,1702500,3,1
23,265031,3,3
10,1450001,2,1
10,1200001,2,2
8,1402501,3,1
4,1600500,3,2
19,1450502,3,1
17,1552500,2,1
13,1552500,2,4
10,1450501,3,2
20,1553001,3,3
30,1305201,2,3
16,511001,2,4
19,1200502,3,1
19,1450502,3,4
8,1200001,2,2
4,1650001,2,3
1,2200300,2,2
2,1651503,2,1
2,265031,3,4
23,1655000,3,3
9,1402000,3,4
2,1402000,3,1
12,1600500,3,2
28,1553001,3,3
2,1200502,3,5
4,2053000,2,1
18,1450001,2,2
18,1552500,2,3
26,1201401,2,1
7,511001,2,4
13,1600500,3,2
23,1202000,2,4
24,2053000,2,4
3,1201401,2,2
15,1200800,3,2
14,2223001,2,4
19,1200501,3,2
13,1402000,3,1
10,2200300,2,1
12,1403500,2,1
4,1202000,2,3
14,1450502,3,2
24,1200502,3,3
11,2300400,2,4
30,1200502,3,1
14,215515,3,1
29,1552500,2,3
2,1200800,3,1
5,145004,2,2
26,1552500,2,5
25,1201401,2,2
15,1702500,3,1
14,0,1,1
6,1907801,2,3
10,1201401,2,2
6,1553501,3,2
29,119202,2,4
10,1200001,2,3
22,1402000,3,1
9,160102,3,4
17,265031,3,4
2,1201500,2,4
25,1202500,3,4
17,511001,2,3
12,511001,2,4
25,1950500,2,3
19,1200512,3,1
9,215510,3,1
1,0,2,1
27,2200300,2,2
17,1200001,2,4
18,215510,3,4
13,1202500,3,2
21,1201401,2,4
21,0,1,1
9,511001,2,2
16,1654000,2,5
13,1450502,3,1
12,160102,3,1
5,1950500,2,3
26,1200512,3,3
18,1201003,3,5
18,2200300,2,3
22,215510,3,4
10,215513,3,1
20,1600500,3,1
4,1651503,2,1
7,1202500,3,4
11,2650201,3,1
21,1201401,2,1
7,1305201,2,3
5,160102,3,1
20,2053000,2,3
6,2155500,2,1
18,1450502,3,3
23,1200501,3,2
26,1553001,3,3
19,1651502,2,3
7,1200001,2,3
25,1201401,2,3
11,1450501,3,1
24,1403500,2,4
24,215510,3,3
16,215514,3,4
2,1211100,2,3
9,1200001,2,5
25,2403001,2,1
5,1601504,3,4
11,1553004,3,2
24,1211100,2,2
7,1651503,2,2
22,1552500,2,2
10,215510,3,4
9,511001,2,4
3,2200601,3,4
9,1402000,3,1
21,1211200,3,4
12,160102,3,2
14,1657200,3,3
13,1552500,2,3
16,2601001,2,3
5,1651503,2,1
19,1201001,3,3
24,511001,2,2
11,1552500,2,1
8,1552500,2,3
27,6000,2,4
9,1707001,3,1
28,1655000,3,3
11,1601001,3,3
9,2200300,2,4
14,1703000,3,1
7,1600500,3,1
18,1651503,2,3
7,2155003,2,2
25,215510,3,4
23,1200502,3,2
16,1452000,3,1
4,1553001,3,3
23,5110,2,1
8,1552500,2,4
15,1200001,2,4
17,2155500,2,1
20,2201603,3,4
7,1652501,2,3
28,1201401,2,2
9,1200001,2,5
10,511001,2,3
5,1200502,3,2
14,1200001,2,4
4,1552500,2,3
4,1651503,2,2
17,2650201,3,1
11,1200001,2,1
19,240301,2,3
12,2205001,2,5
18,1402000,3,1
14,1450001,2,2
5,1402502,3,3
6,1702000,2,3
20,1201401,2,4
11,2154002,3,1
9,1601504,3,3
11,2650201,3,3
17,1450502,3,4
15,1201500,2,1
10,5110,3,1
13,1200001,2,2
3,215510,3,1
28,1552500,2,3
10,240301,2,3
11,1552500,2,2
6,1651503,2,1
14,1450001,2,3
6,1552500,2,4
10,1908303,3,4
12,2403002,2,1
12,2200300,2,4
12,1201401,2,4
5,181400,2,4
3,1552500,2,2
7,1211100,2,1
23,145230,3,3
7,240301,2,2
4,1306504,3,4
29,2201601,3,4
8,1200501,3,2
17,1200001,2,3
15,1902300,2,1
3,1552500,2,2
3,1651503,2,1
24,1552500,2,4
6,1702000,2,3
12,2650201,3,3
13,1212000,2,2
5,1553001,3,1
17,215510,3,4
18,1654000,2,3
6,1552500,2,4
4,1200502,3,4
24,1552500,2,3
11,1201401,2,1
10,1600500,3,2
6,0,2,4
7,2154002,3,2
20,1200001,2,1
18,1200501,3,1
1,1950500,2,5
3,1450502,3,4
17,1552500,2,1
5,1553004,3,1
16,1552500,2,3
12,1200001,2,5
28,1651503,2,1
3,1450001,2,2
10,1552500,2,4
17,1552500,2,1
20,1201401,2,1
25,1552500,2,3
5,1200503,3,2
12,2200300,2,1
13,1200001,2,2
1,2203901,3,1
12,2201601,3,4
23,1302507,3,1
12,215513,3,5
11,2300400,2,4
30,1552500,2,3
8,1200502,3,1
19,0,2,4
7,1600500,3,3
5,1200001,2,4
9,1200001,2,3
24,265031,3,4
14,1651503,2,4
26,1200001,2,2
14,1552500,2,4
27,1200002,2,4
24,1200001,2,4
26,2201601,3,2
27,260250,3,2
25,1403500,2,1
10,1402502,3,2
15,1200001,2,2
26,2155202,3,1
18,1402000,3,4
26,2053000,2,3
28,1200001,2,3
20,1600500,3,4
7,1200001,2,1
14,24500,2,2
4,1302502,3,2
19,1201401,2,4
2,265031,3,3
15,1553001,3,4
15,1450502,3,3
6,2200300,2,3
7,1202500,3,4
8,1200001,2,1
1,265031,3,2
8,1650501,2,4
4,1553001,3,1
9,1200001,2,2
13,160102,3,3
13,1651503,2,4
1,2053000,2,1
13,1651503,2,2
23,1651503,2,4
14,2200300,2,1
6,1950500,2,1
13,1552500,2,2
14,1200001,2,2
2,265031,3,1
6,1552500,2,3
17,1200508,3,5
16,1552500,2,2
3,1552500,2,4
26,35300,3,2
9,1200001,2,5
6,1200001,2,1
17,1553005,3,1
13,215510,3,5
2,1200512,3,1
10,1450001,2,3
4,2601001,2,1
9,1600500,3,2
22,0,1,1
28,160102,3,3
1,119202,2,3
1,1552500,2,4
28,2200300,2,3
6,2601001,2,3
10,1200001,2,2
12,1651503,2,2
25,1202000,2,1
1,1657200,3,3
25,1552500,2,4
4,155308,3,4
30,1204501,2,4
9,1200509,3,3
27,1200001,2,4
1,511001,2,4
10,1200501,3,1
9,1682,3,3
4,265031,3,2
14,1211200,3,4
23,9000016,0,2
28,1200001,2,1
24,2155003,2,3
11,2403001,2,2
15,1200001,2,1
5,1201401,2,5
20,1601001,3,4
12,1211200,3,2
9,1553001,3,4
11,1211200,3,4
7,1200001,2,3
18,265031,3,4
11,1600500,3,2
16,1211200,3,4
9,2601001,2,4
22,2155201,3,4
17,2201601,3,1
17,1553001,3,1
24,1450502,3,2
4,120141,3,1
18,2203901,3,1
11,2601001,2,2
11,511001,2,3
21,2403001,2,2
26,1402502,3,1
5,1651503,2,2
26,1651503,2,3
13,1651503,2,1
26,5110,2,4
12,1552500,2,1
2,1600500,3,4
19,2200300,2,1
7,1657200,3,3
29,1552500,2,3
2,1200001,2,1
14,1200503,3,2
23,1552500,2,5
6,1552500,2,4
10,1700500,2,3
24,1200502,3,4
21,1553005,3,3
5,2200300,2,2
10,1200001,2,4
1,1553008,3,4
13,1200001,2,1
5,1201401,2,4
14,1200001,2,3
13,511001,2,1
17,2205003,2,2
27,1200001,2,3
23,1552500,2,3
18,2601001,2,3
26,1202500,3,5
25,1200001,2,4
16,511001,2,2
19,1211100,2,4
23,1200001,2,1
15,1200001,2,2
19,2200903,3,1
27,1201401,2,2
23,1651503,2,1
2,1450502,3,3
28,1200001,2,3
21,1552500,2,1
20,1552500,2,4
3,2202101,3,4
4,1700500,2,2
20,215510,3,1
9,1552500,2,2
17,1651503,2,2
13,1552500,2,1
23,1553005,3,4
25,1651503,2,1
13,2650201,3,3
14,1192000,2,1
7,1200001,2,2
16,1202500,3,1
1,1552500,2,4
18,1552500,2,4
7,2155003,2,2
16,1402000,3,1
19,511001,2,1
19,0,1,1
4,2200300,2,1
28,140100,2,3
7,511001,2,1
19,1553001,3,2
12,1201401,2,4
3,1552500,2,3
22,1211200,3,4
8,5110,2,1
16,1553008,3,2
7,1200700,3,4
8,265031,3,2
13,2601001,2,4
5,1200001,2,4
23,1451000,3,5
8,1450001,2,1
18,1553001,3,2
3,215510,3,1
1,1200001,2,4
14,1200502,3,2
7,2403005,2,3
19,1201401,2,1
1,2200300,2,3
5,1657100,2,3
11,1702500,3,1
20,215510,3,2
12,1200001,2,1
1,2155003,2,3
17,1451000,3,2
15,1654501,3,3
19,2650201,3,2
25,1651503,2,1
10,1552500,2,3
9,1702000,2,1
4,1651503,2,2
27,1601503,3,3
5,1200501,3,2
14,140100,2,1
12,2155003,2,5
22,1200001,2,1
11,215514,3,2
9,155250,3,4
26,511001,2,2
21,1552500,2,2
19,1553004,3,1
14,1552500,2,1
23,1200600,3,3
9,1450502,3,5
19,265031,3,2
1,2053000,2,3
5,1552500,2,4
16,2155003,2,4
5,1305201,2,1
24,1552500,2,3
23,1553001,3,3
13,1651503,2,1
4,1650600,3,2
20,1200501,3,1
4,1553001,3,3
12,2601001,2,5
17,1450502,3,3
8,1552500,2,4
1,2650201,3,1
16,1553005,3,2
6,1552500,2,3
12,1451000,3,5
15,1350500,2,1
17,1950501,2,4
18,130352,3,3
19,2650101,2,2
6,1654000,2,3
1,1200503,3,3
25,215510,3,1
25,1651503,2,3
29,2650101,2,2
24,1211200,3,1
15,215510,3,1
26,1600500,3,4
30,1200001,2,2
29,1651503,2,1
11,1651503,2,1
24,2650101,2,2
17,1651503,2,3
12,1651503,2,2
7,1200001,2,5
19,1402501,3,1
4,2403001,2,1
22,1200501,3,1
11,1553501,3,1
13,1600500,3,1
2,511001,2,3
7,5110,2,3
18,1651503,2,3
2,1200001,2,2
2,1701501,3,1
3,2405001,2,2
12,5110,3,1
23,1402000,3,1
30,1403500,2,4
10,1553001,3,1
25,1200501,3,4
27,240301,2,2
18,2200300,2,1
1,1200001,2,1
7,215510,3,1
12,1201401,2,2
8,1651503,2,1
11,1202000,2,4
12,2601001,2,4
16,2155600,3,5
14,1200501,3,1
5,1651503,2,2
7,2200300,2,1
6,1200501,3,1
26,2650101,2,1
